Artist,Genre,Lyrics
Bob Dylan,Rock,"'Twas in another lifetime One of toil and blood When blackness was a virtue The road was full of mud I came in from the wilderness A creature void of form ""Come in,"" she said, ""I'll give ya Shelter from the storm""  And if I pass this way again You can rest assured I'll always do my best for her On that I give my word In a world of steel-eyed death and men Who are fighting to be warm ""Come in,"" she said, ""I'll give ya Shelter from the storm""  Not a word was spoke between us There was little risk involved Everything up to that point Had been left unresolved Try imagining a place Where it's always safe and warm ""Come in,"" she said, ""I'll give ya Shelter from the storm"" I was burned out from exhaustion Buried in the hail Poisoned in the bushes And blown out on the trail Hunted like a crocodile Ravaged in the corn ""Come in,"" she said, ""I'll give ya Shelter from the storm""  Suddenly I turned around And she was standing there With silver bracelets on her wrists And flowers in her hair She walked up to me so gracefully And took my crown of thorns ""Come in,"" she said, ""I'll give ya Shelter from the storm""  Now there's a wall between us Something there's been lost I took too much for granted I got my signals crossed Just to think that it all began On an uneventful morn ""Come in,"" she said, ""I'll give ya Shelter from the storm"" Well the deputy walks on hard nails And the preacher rides a mount But nothing really matters much It's doom alone that counts And the one-eyed undertaker He blows a futile horn ""Come in,"" she said, ""I'll give ya Shelter from the storm  I've heard newborn babies wailing Like a mourning dove And old men with broken teeth Stranded without love Do I understand your question, then Is it hopeless and forlorn ""Come in,"" she said, ""I'll give ya Shelter from the storm""  In a little hilltop village They gambled for my clothes I bargained for salvation And she gave me a lethal dose I offered up my innocence And I got repaid with scorn ""Come in,"" she said, ""I'll give ya Shelter from the storm"" Well, I'm living in a foreign country But I'm bound to cross the line Beauty walks a razor's edge Someday I'll make it mine If I could only turn back the clock To when God and her were born ""Come in,"" she said, ""I'll give ya Shelter from the storm""14EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"A tear goes down my day is real But your drying eye upon the shame Each needs a road for me from you What paradise? what can I do? That die for my and the day is dark I can’t believe for your touch What I could find oh time is right If I fell in love to fall in love To fall in love with you The day is dark, our time is right Day in the night deep in the night I can’t yet be back I heard my- surprise I see it in your lips I knew it in your eyes Well I feel your love and I feel no shame I can’t unleash your horde I call your name What you’re to me what can I do? To fall in love to fall in love To fall in love with you It just rolls upon the sand Ever this for now I’m made a man Can make you see what I can find I know it in my days ah in my daily mind Oh will ages roll will ages fly? I hear your name where angels lie What do I know? for to come it’s true To fall in love To fall in love To fall in love with you How can the doors trust on a nail? How can I be surprised of most every day? In the distant road I can’t be the same I feel no love I feel no shame I can’t watch the bay out on my own We’ve a destined man I can attest it all I didn’t I could find where I could go To fall in love to fall in love To fall in love with you3EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Oh, I’m sailin' away my own true love I’m a-sailin' away in the morning Is there somethin' I can send you from across the sea From the place that I’ll be landing?  No, there’s nothin' you can send me, my own true love There’s nothin' I'm a-wishing to be ownin' Just a-carry yourself back to me unspoiled From across that lonesome ocean  Ah, but I just thought you might want somethin' fine Made of silver or of golden Either from the mountains of Madrid Or from the coast of Barcelona  Well, if I had the stars from the darkest night And the diamonds from the deepest ocean I’d forsake them all for your sweet kiss For that’s all I’m a-wishin' to be ownin'  Well I might be gone a long old time And it’s only that I’m asking Is there somethin' I can send you to remember me by To make your time more easy passing Oh, how can, how can you ask me again It only brings me sorrow The same thing I would want today I want again tomorrow  I got a letter on a lonesome day It was from her ship a-sailin' Sayin' I don’t know when I’ll be comin' back again It depends on how I’m a-feelin'  If a-you, my love, must think that-a-way I’m sure your mind is a-roamin' I’m sure your thoughts are not with me But with the country to where you’re goin'  So take heed, take heed of the western winds Take heed of the stormy weather And yes, there’s somethin' you can send back to me Spanish boots of Spanish leather9EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Crimson flames tied through my ears Rolling high and mighty traps Pounced with fire on flaming roads Using ideas as my maps “We’ll meet on edges, soon,” said I Proud 'neath heated brow  Ah, but I was so much older then I’m younger than that now  Half-wracked prejudice leaped forth “Rip down all hate,” I screamed Lies that life is black and white Spoke from my skull, I dreamed Romantic facts of musketeers Foundationed deep, somehow  Ah, but I was so much older then I’m younger than that now  Girls’ faces formed the forward path From phony jealousy To memorizing politics Of ancient history Flung down by corpse evangelists Un-thought of, though, somehow Ah, but I was so much older then I’m younger than that now  A self-ordained professor’s tongue Too serious to fool Spouted out that liberty Is just equality in school “Equality,” I spoke the word As if a wedding vow  Ah, but I was so much older then I’m younger than that now  In a soldier’s stance, I aimed my hand At the mongrel dogs who teach Fearing not that I’d become my enemy In the instant that I preach My existence led by confusion boats Mutiny from stern to bow  Ah, but I was so much older then I’m younger than that now Yes, my guard stood hard when abstract threats Too noble to neglect Deceived me into thinking I had something to protect Good and bad, I define these terms Quite clear, no doubt, somehow  Ah, but I was so much older then I’m younger than that now7EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Lay, lady, lay Lay across my big brass bed Lay, lady, lay Lay across my big brass bed Whatever colors you have in your mind I’ll show them to you and you’ll see them shine  Lay, lady, lay Lay across my big brass bed Stay, lady, stay Stay with your man awhile Until the break of day, let me see ya' make him smile His clothes are dirty but his, his hands are clean And you’re the best thing that he’s ever seen  Stay, lady, stay Stay with your man awhile  Why wait any longer for the world to begin You can have your cake and eat it too Why wait any longer for the one you love When he’s standing in front of you Lay, lady, lay Lay across my big brass bed Stay, lady, stay Stay while the night is still ahead I long to see you in the morning light I long to reach for you in the night  Stay, lady, stay Stay while the night is still ahead7EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Someone’s got it in for me They’re planting stories in the press Whoever it is I wish they’d cut it out quick But when they will I can only guess They say I shot a man named Gray And took his wife to Italy She inherited a million bucks And when she died it came to me I can’t help it if I’m lucky  People see me all the time And they just can’t remember how to act Their minds are filled with big ideas Images and distorted facts Even you, yesterday You had to ask me where it was at I couldn’t believe after all these years You didn’t know me any better than that Sweet lady  Idiot wind Blowing every time you move your mouth Blowing down the backroads heading south Idiot wind Blowing every time you move your teeth You’re an idiot, babe It’s a wonder that you still know how to breathe I ran into the fortune-teller Who said beware of lightning that might strike I haven’t known peace and quiet For so long, I can’t remember what it’s like There’s a lone soldier on the cross Smoke pouring out of a boxcar door You didn’t know it, you didn’t think it could be done In the final end he won the war After losing every battle  I woke up on the roadside Daydreaming about the way things sometimes are Visions of your chestnut mare Shoot through my head and are making me see stars You hurt the ones that I love best And cover up the truth with lies One day you’ll be in the ditch Flies buzzing around your eyes Blood on your saddle  Idiot wind Blowing through the flowers on your tomb Blowing through the curtains in your room Idiot wind Blowing every time you move your teeth You’re an idiot, babe It’s a wonder that you still know how to breathe It was gravity which pulled us down And destiny which broke us apart You tamed the lion in my cage But it just wasn’t enough to change my heart Now everything’s a little upside down As a matter of fact, the wheels have stopped What’s good is bad, what’s bad is good You’ll find out when you reach the top You’re on the bottom  I noticed at the ceremony Your corrupt ways had finally made you blind I can’t remember your face anymore Your mouth has changed, your eyes don’t look into mine The priest wore black on the seventh day And sat stone-faced while the building burned I waited for you on the running boards Near the cypress trees, while the springtime turned Slowly into Autumn  Idiot wind Blowing like a circle around my skull From the Grand Coulee Dam to the Capitol Idiot wind Blowing every time you move your teeth You’re an idiot, babe It’s a wonder that you still know how to breathe I can’t feel you anymore I can’t even touch the books you’ve read Every time I crawl past your door I been wishing I've been somebody else instead Down the highway, down the tracks Down the road to ecstasy I followed you beneath the stars Hounded by your memory And all your raging glory  I been double-crossed now For the very last time and now I’m finally free I kissed goodbye the howling beast On the borderline which separated you from me You’ll never know the hurt I suffered Nor the pain I rise above And I’ll never know the same about you Your holiness or your kind of love And it makes me feel so sorry  Idiot wind Blowing through the buttons of our coats Blowing through the letters that we wrote Idiot wind Blowing through the dust upon our shelves We’re idiots, babe It’s a wonder we can even feed ourselves9EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Nobody feels any pain Tonight as I stand inside the rain Everybody knows that baby's got new clothes But lately I see her ribbons and her bows Have fallen from her curls  She takes just like a woman, yeah she does She makes love just like a woman, yeah she does And she aches just like a woman But she breaks just like a little girl  Queen Mary, she's my friend Yes, I believe I'll go see her again Nobody has to guess that baby can't be blessed 'Til she finally sees that she's like all the rest With her fog, her amphetamine and her pearls  She takes just like a woman, yes She makes love just like a woman, yeah she does And she aches just like a woman But she breaks just like a little girl Yeah, it was raining from the first And I was dying there of thirst So I came in here And your long-time curse hurts But what's worse Is this pain in here I can't stay in here  Ain't it clear that I just can't fit Yes, I believe it's time for us to quit But when we meet again, introduced as friends Please don't let on that you knew me when I was hungry and it was your world  Ah, you fake just like a woman, yes, you do You make love just like a woman, yes, you do Then you ache just like a woman But ya' break just like a little girl 4EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"They sat together in the park As the evening sky grew dark She looked at him and he felt a spark Tingle to his bones 'Twas then he felt alone And wished that he'd gone straight And watched out for a simple twist of fate  They walked alone by the old canal A little confused, I remember well And stopped into a strange hotel With a neon burning bright He felt the heat of the night Hit him like a freight train Moving with a simple twist of fate  A saxophone someplace far-off played As she was walking on by the arcade As the light bust through a beat-up shade Where he was wakin' up She dropped a coin into the cup Of a blind man at the gate And forgot about a simple twist of fate He woke up, the room was bare He didn't see her anywhere He told himself he didn't care Pushed the window open wide Felt an emptiness inside To which he just could not relate Brought on by a simple twist of fate He hears the ticking of the clocks And walks along with a parrot that talks Hunts her down by the waterfront docks Where the sailors all come in Maybe she'll pick him out again How long must he wait? One more time, for a simple twist of fate  People tell me it's a sin To know and feel too much within I still believe she was my twin But I lost the ring She was born in spring But I was born too late Blame it on a simple twist of fate14EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Oh God said to Abraham, “Kill me a son” Abe said, “Man, you must be puttin' me on” God say, “No.” Abe say, “What?” God say, “You can do what you want, Abe, but The next time you see me comin' you better run” Well Abe said, “Where you want this killin' done?” God said, “Out on Highway 61”  Well Georgia Sam, he had a bloody nose Welfare Department, they wouldn’t give him no clothes He asked poor Howard, ""Where can I go?"" Howard said, ""There’s only one place I know"" Sam said, ""Tell me quick man, I got to run"" Oh Howard just pointed with his gun And said, ""That way, down Highway 61""  Well Mack the Finger said to Louie the King ""I got forty red, white and blue shoestrings And a thousand telephones that don’t ring Do you know where I can get rid of these things?"" And Louie the King said ""Let me think for a minute son"" And he said ""Yes, I think it can be easily done Just take everything down to Highway 61"" Now the fifth daughter on the twelfth night Told the first father that things weren’t right ""My complexion"" she says ""is much too white"" He said ""Come here and step into the light"" He says ""Hmm you’re right Let me tell the second mother this has been done"" But the second mother was with the seventh son And they were both out on Highway 61  Now the rovin' gambler he was very bored Tryin' to create a next world war He found a promoter who nearly fell off the floor He said ""I never engaged in this kind of thing before But yes I think it can be very easily done We’ll just put some bleachers out in the sun And have it on Highway 61""5EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Go away from my window Leave at your own chosen speed I’m not the one you want, babe I’m not the one you need You say you're looking for someone Who's never weak but always strong To protect you and defend you Whether you are right or wrong Someone to open each and every door  But it ain't me, babe No, no, no, it ain't me, babe It ain't me you’re looking for, babe  Go lightly from the ledge, babe Go lightly on the ground I’m not the one you want, babe I will only let you down You say you're looking for someone Who will promise never to part Someone to close his eyes for you Someone to close his heart Someone who will die for you and more But it ain't me, babe No, no, no, it ain't me, babe It ain't me you’re looking for, babe  Go melt back in the night Everything inside is made of stone There's nothing in here moving And anyway I'm not alone You say you're lookin' for someone Who'll pick you up each time you fall To gather flowers constantly And to come each time you call A lover for your life and nothing more  But it ain't me, babe No, no, no, it ain't me, babe It ain't me you’re looking for, babe5EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"The sweet pretty things are in bed now of course The city fathers they’re trying to endorse The reincarnation of Paul Revere’s horse But the town has no need to be nervous The ghost of Belle Starr she hands down her wits To Jezebel the nun she violently knits A bald wig for Jack the Ripper who sits At the head of the chamber of commerce  Mama’s in the factory She ain't got no shoes Daddy’s in the alley He’s lookin' for food I am in the kitchen With the tombstone blues  The hysterical bride in the penny arcade Screaming she moans, “I’ve just been made” Then sends out for the doctor who pulls down the shade And says, “My advice is to not let the boys in” Now the medicine man comes and he shuffles inside He walks with a swagger and he says to the bride “Stop all this weeping, swallow your pride You will not die, it’s not poison” Mama’s in the factory She ain't got no shoes Daddy’s in the alley He’s lookin' for food I’m in the kitchen With the tombstone blues  Well, John the Baptist, after torturing a thief Looks up at his hero, the commander-in-chief Saying, “Tell me, great hero, but please make it brief Is there a hole for me to get sick in?” The commander-in-chief answers him while chasing a fly Saying, ""Death to all those who would whimper and cry"" And dropping a barbell, he points to the sky Saying, ""The sun’s not yellow, it’s chicken""  Mama’s in the factory She ain't got no shoes Daddy’s in the alley He’s lookin' for food I am in the kitchen With the tombstone blues The king of the Philistines his soldiers to save Puts jawbones on their tombstones and flatters their graves Puts the pied pipers in prison and fattens the slaves Then sends them out to the jungle Gypsy Davey with a blowtorch he burns out their camps With his faithful slave Pedro behind him he tramps With a fantastic collection of stamps To win friends and influence his uncle  Mama’s in the factory She ain't got no shoes Daddy’s in the alley He’s lookin' for food I’m in trouble With the tombstone blues  The geometry of innocent flesh on the bone Causes Galileo’s math book to get thrown At Delilah who's sitting worthlessly alone But the tears on her cheeks are from laughter Now I wish I could give Brother Bill his great thrill I would set him in chains at the top of the hill Then send out for some pillars and Cecil B. DeMille He could die happily ever after Mama’s in the factory She ain't got no shoes Daddy’s in the alley He’s lookin' for food I am in the kitchen With the tombstone blues  Where Ma Rainey and Beethoven once unwrapped their bedroll Tuba players now rehearse around the flagpole And the National Bank at a profit sells road maps for the soul To the old folks home and the college Now I wish I could write you a melody so plain That could hold you dear lady from going insane That could ease you and cool you and cease the pain Of your useless and pointless knowledge  Mama’s in the factory She ain't got no shoes Daddy’s in the alley He’s lookin' for food I am in the kitchen With the tombstone blues9EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"The guilty undertaker sighs The lonesome organ grinder cries The silver saxophones say I should refuse you The cracked bells and washed-out horns Blow into my face with scorn But it’s not that way I wasn’t born to lose you I want you, I want you I want you, so bad Honey, I want you  The drunken politician leaps Upon the street where mothers weep And the saviors who are fast asleep, they wait for you And I wait for them to interrupt Me drinking from my broken cup And ask me to Open up the gate for you  I want you, I want you Yes I want you, so bad Honey, I want you How my fathers, they’ve gone down True love they’ve been without it But all their daughters put me down 'Cause I don’t think about it  Well, I'll return to the Queen of Spades And talk with my chambermaid She knows that I’m not afraid to look at her She is good to me And there’s nothing she doesn’t see She knows where I’d like to be But it doesn’t matter  I want you, I want you Yes I want you, so bad Honey, I want you  Now your dancing child with his Chinese suit He spoke to me, I took his flute No, I wasn’t very cute to him, was I? But I did it, because he lied And because he took you for a ride Uhm, because time was on his side And because I Want you, I want you Yes I want you, so bad Honey, I want you8EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Well, they'll stone you when you're tryin' to be so good They'll stone you just like they said they would They'll stone you when you're trying to go home Then they'll stone you when you're there all alone  But I would not feel so all alone Everybody must get stoned  Well, they'll stone you when you're walking on the street They'll stone you when you're trying to keep your seat They'll stone you when you're walking on the floor They'll stone you when you're walking through the door  But I would not feel so all alone Everybody must get stoned  They'll stone you when you're at the breakfast table They'll stone you when you are young and able They'll stone you when you're trying to make a buck They'll stone you and then they'll say, ""Good luck"" Yeah, but I would not feel so all alone Everybody must get stoned  Well, they'll stone you and say that that's the end (Yeah) Then they'll stone you and then they'll come back again (Yes they will) They'll stone you when you're riding in your car They'll stone you when you're playing your guitar  Yes, but I would not feel so all alone Everybody must get stoned, alright  Well, they'll stone you when you are all alone (Oh, yes they will) They'll stone you when you are walking home They'll stone you and then say they're all brave They'll stone you when you're sent down in your grave  But I would not feel so all alone Everybody must get stoned13EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"McKinley hollered, McKinley squalled Doctor said, ""McKinley, death is on the wall ‪Say it to me, if you got something to confess"" ‪I heard all about it, he was going down slow ‬ ‪I heard it on the wireless radio ‬ ‪From down in the boondocks way down in Key West ‪I’m searching for love, for inspiration ‬ ‪On that pirate radio station ‪Coming out of Luxembourg and Budapest ‬ ‪Radio signal, clear as can be ‪I'm so deep in love that I can hardly see ‬ ‪Down on the flatlands, way down in Key West  ‪Key West is the place to be ‬ ‪If you're looking for immortality ‬ ‪Stay on the road, follow the highway sign ‬ ‪Key West is fine and fair ‪If you lost your mind, you will find it there ‪Key West is on the horizon line  ‪I was born on the wrong side of the railroad track ‪Like Ginsberg, Corso and Kerouac ‪Like Louis and Jimmy and Buddy and all the rest ‬ ‪Well, it might not be the thing to do ‬ ‪But I'm sticking with you through and through ‬ ‪Down in the flatlands, way down in Key West ‪I got both my feet planted square on the ground ‬ ‪Got my right hand high with the thumb down ‬ ‪Such is life, such is happiness ‪Hibiscus flowers, they grow everywhere here ‪If you wear one, put it behind your ear ‪Down in the bottom, way down in Key West ‬ ‪Key West is the place to go ‪Down by the Gulf of Mexico ‬ ‪Beyond the sea, beyond the shifting sand ‪Key West is the gateway key ‬ ‪To innocence and purity ‬ ‪Key West, Key West is the enchanted land  ‪I've never lived in the land of Oz ‬ ‪Or wasted my time with an unworthy cause ‬ ‪It’s hot down here, and you can't be overdressed ‪Tiny blossoms of a toxic plant ‬ ‪They can make you dizzy, I'd like to help you but I can't ‪Down in the flatlands, way down in Key West ‬ ‪Well, the Fishtail Palms, and the orchid trees ‪They can give you that bleeding heart disease ‪People tell me I ought to try a little tenderness ‬ ‪On Amelia Street, Bayview Park ‬ ‪Walking in the shadows after dark ‬ ‪Down under, way down in Key West ‬ ‪I played Gumbo Limbo spirituals ‪I know all the Hindu rituals ‬ ‪People tell me that I'm truly blessed ‬ Bougainvillea blooming in the summer, in the spring Winter here is an unknown thing Down in the flat lands, way down in Key West Key West is under the sun, under the radar, under the gun You stay to the left, and then you lean to the right Feel the sunlight on your skin, and the healing virtues of the wind Key West, Key West is the land of light  Wherever I travel, wherever I roam I'm not that far from the convent home I do what I think is right, what I think is best Mystery Street off of Mallory Square Truman had his White House there East bound, West bound, way down in Key West Twelve years old, they put me in a suit Forced me to marry a prostitute There were gold fringes on her wedding dress That's my story, but not where it ends She's still cute, and we're still friends Down on the bottom, way down in Key West I play both sides against the middle Trying to pick up that pirate radio signal I heard the news, I heard your last request Fly around, my pretty little Miss I don't love nobody, give me a kiss Down on the bottom, way down in Key West Key West is the place to be If you're looking for immortality Key West is paradise divine Key West is fine and fair If you lost your mind, you'll find it there Key West is on the horizon line2EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Oh, the ragman draws circles Up and down the block I'd ask him what the matter was But I know that he don't talk And the ladies treat me kindly And they furnish me with tape But deep inside my heart I know I can't escape  Oh, Mama Can this really be the end? To be stuck inside of Mobile With the Memphis blues again  Well, Shakespeare, he's in the alley With his pointed shoes and his bells Speaking to some French girl Who says she knows me well And I would send a message To find out if she's talked But the post office has been stolen And the mailbox is locked Oh, Mama Can this really be the end? To be stuck inside of Mobile With the Memphis blues again  Mona tried to tell me To stay away from the train line She said that all the railroad men Just drink up your blood like wine And I said, ""Oh, I didn't know that But then again, there's only one I've met And he just smoked my eyelids And punched my cigarette""  Oh, Mama Can this really be the end? To be stuck inside of Mobile With the Memphis blues again  Grandpa died last week And now he's buried in the rocks But everybody still talks about How badly they were shocked But me, I expected it to happen I knew he'd lost control When I sp— he'd built a fire on Main Street And shot it full of holes Oh, Mama Can this really be the end? To be stuck inside of Mobile With the Memphis blues again  Now the senator came down here Showing everyone his gun Handing out free tickets To the wedding of his son And me, I nearly got busted And wouldn't it be my luck To get caught without a ticket And be discovered beneath a truck  Oh, Mama Is this really the end? To be stuck inside of Mobile With the Memphis blues again  Now the tea preacher looked so baffled When I asked him why he dressed With twenty pounds of headlines Stapled to his chest But he cursed me when I proved to him Then I whispered, said, ""Not even you can hide You see, you're just like me I hope you're satisfied"" Oh, Mama Can this really be the end? To be stuck inside of Mobile With the Memphis blues again  Now the rainman gave me two cures Then he said, ""Jump right in"" The one was Texas medicine The other was just railroad gin And like a fool I mixed them And it strangled up my mind And now people just get uglier And I have no sense of time  Oh, Mama Can this really be the end? To be stuck inside of Mobile With the Memphis blues again  Now when Ruthie says come see her In her honky-tonk lagoon Where I can watch her waltz for free 'Neath her Panamanian moon And I say, ""Aw, come on now You know you know about my debutante"" And she says, ""Your debutante just knows what you need But I know what you want""  Oh, Mama Can this really be the end? To be stuck inside of Mobile With the Memphis blues again  Now the bricks lay on Grand Street Where the neon madmen climb They all fall there so perfectly It all seems so well timed And here I sit so patiently Waiting to find out what price You have to pay to get out of Going through all these things twice  Oh, Mama Is this really the end? To be stuck here inside of Mobile With the Memphis blues again10EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Listen to that Duquesne whistle blowing Blowing like it's gonna sweep my world away I wanna stop at Carbondale and keep on going That Duquesne train gon' ride me night and day You say I'm a gambler, you say I'm a pimp But I ain't neither one Listen to that Duquesne whistle blowing Sounding like it's on a final run  Listen to that Duquesne whistle blowing Blowing like she never blowed before Blue light blinking, red light glowing Blowing like she's at my chamber door You smiling through the fence at me Just like you always smiled before Listen to that Duquesne whistle blowing Blowing like she ain't gon' blow no more  Can't you hear that Duquesne whistle blowing? Blowing like the sky's gonna blow apart You're the only thing alive that keeps me going You're like a time bomb in my heart I can hear a sweet voice steadily calling Must be the mother of our Lord Listen to that Duquesne whistle blowing Blowing like my woman's on board  Listen to that Duquesne whistle blowing Blowing like it's gon' blow my blues away You old rascal, I know exactly where you're going I'll lead you there myself at the break of day I wake up every morning with that woman in my bed Everybody telling me she's gone to my head Listen to that Duquesne whistle blowing Blowing like it's gon' kill me dead  Can't you hear that Duquesne whistle blowing? Blowing through another no good town The lights on my native land are glowing I wonder if they'll know me next time 'round I wonder if that old oak tree's still standing That old oak tree, the one we used to climb Listen to that Duquesne whistle blowing Blowing like she's blowing right on time6EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"All through the summers, into January I've been visiting morgues and monasteries Looking for the necessary body parts Limbs and livers and brains and hearts I'll bring someone to life, is what I wanna do I wanna create my own version of you Well, it must be the winter of my discontent I wish you'd've taken me with you wherever you went They talk all night and they talk all day Not for a minute do I believe anything they say I'm gon' bring someone to life, someone I've never seen You know what I mean, you know exactly what I mean I'll take the Scarface Pacino and The Godfather Brando Mix it up in a tank and get a robot commando If I do it up right and put the head on straight I'll be saved by the creature that I create I'll get blood from a cactus, gunpowder from ice I don't gamble with cards and I don't shoot no dice Can you look at my face with your sightless eyes? Can you cross your heart and hope to die? I'll bring someone to life, someone for real Someone who feels the way that I feel I study Sanskrit and Arabic to improve my mind I wanna do things for the benefit of all mankind I say to the willow tree, ""Don't weep for me"" I'm saying to hell to all things that I used to be Well, I get into trouble, then I hit the wall No place to turn, no place at all I'll pick a number between a-one and two And I ask myself, ""What would Julius Caesar do?"" I will bring someone to life in more ways than one Don't matter how long it takes, it'll be done when it's done I'm gonna make you play the piano like Leon Russell Like Liberace, like St. John the Apostle I'll play every number that I can play I'll see you maybe on Judgment Day After midnight, if you still wanna meet I'll be at the Black Horse Tavern on Armageddon Street Two doors down, not that far to walk I'll hear your footsteps, you won't have to knock I'll bring someone to life, balance the scales I'm not gonna get involved any insignificant details You can bring it to St. Peter You can bring it to Jerome You can bring it all the way over Bring it all the way home Bring it to the corner where the children play You can bring it to me on a silver tray I'll bring someone to life, spare no expense Do it with decency and common sense Can you tell me what it means, to be or not to be? You won't get away with fooling me Can you help me walk that moonlight mile? Can you give me the blessings of your smile? I'll bring someone to life, use all of my powers Do it in the dark, in the wee, small hours I can see the history of the whole human race It's all right there, it's carved into your face Should I break it all down? Should I fall on my knees? Is there light at the end of the tunnel, can you tell me, please? Stand over there by the cypress tree Where the Trojan women and children were sold into slavery Long before the first Crusade Way back before England or America were made Step right into the burning hell Where some of the best-known enemies of mankind dwell Mr. Freud with his dreams, Mr. Marx with his ax See the raw hide lash rip the skin from their backs Got the right spirit, you can feel it, you can hear it You've got what they call the immortal spirit You can feel it all night, you can feel it in the morn' It creeps in your body the day you were born One strike of lightning is all that I need And a blast of electricity that runs at top speed Show me your ribs, I'll stick in the knife Gonna jumpstart my creation to life I wanna bring someone to life, turn back the years Do it with laughter and do it with tears3EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"I ain't gonna work on Maggie's farm no more No, I ain't gonna work on Maggie's farm no more Well, I wake up in the morning, fold my hands and pray for rain I got a head full of ideas that are drivin' me insane It's a shame the way she makes me scrub the floor I ain't gonna work on Maggie's farm no more  I ain't gonna work for Maggie's brother no more No, I ain't gonna work for Maggie's brother no more Well, he hands you a nickel, he hands you a dime He asks you with a grin if you're having a good time Then he fines you every time you slam the door I ain't gonna work for Maggie's brother no more  I ain't gonna work for Maggie's Pa no more No, I ain't gonna work for Maggie's Pa no more Well, he puts his cigar out in your face just for kicks His bedroom window, it is made out of bricks The National Guard stands around his door Ah, I ain't gonna work for Maggie's Pa no more  I ain't gonna work for Maggie's Ma no more No, I ain't gonna work for Maggie's Ma no more Well, she talks to all the servants about man and God and law Everybody says she's the brains behind Pa She's 68, but she says she's 54 I ain't gonna work for Maggie's Ma no more I ain't gonna work on Maggie's farm no more I ain't gonna work on Maggie's farm no more Well, I try my best to be just like I am But everybody wants you to be just like them They say ""Sing while you slave"" and I just get bored Ah, I ain't gonna work on Maggie's farm no more5EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"Another day that don't end Another ship goin' out Another day of anger, bitterness, and doubt I know how it happened I saw it begin I opened my heart to the world and the world came in  Hello, Mary Lou Hello, Miss Pearl My fleet-footed guides from the underworld No stars in the sky shine brighter than you You girls mean business and I do too  Well, I'm the enemy of treason An enemy of strife I'm the enemy of the unlived meaningless life I ain't no false prophet I just know what I know I go where only the lonely can go  I'm first among equals Second to none The last of the best You can bury the rest Bury 'em naked with their silver and gold Put 'em six feet under and I pray for their souls What are you lookin' at? There's nothing to see Just a cool breeze that's encircling me Let's go for a walk in the garden So far and so wide We can sit in the shade by the fountain-side  I search the world over For the Holy Grail I sing songs of love I sing songs of betrayal Don't care what I drink I don't care what I eat I climb the mountains with swords on my bare feet  You don't know me, darlin' You never would guess I'm nothing like my ghostly appearance would suggest I ain't no false prophet I just said what I said I'm just here to bring vengeance on somebody's head  Put out your hand There's nothing to hold Open your mouth I'll stuff it with gold Oh, you poor devil, look up if you will The city of God is there on the hill Hello, stranger Hello and goodbye You ruled the land But so do I You lusty old mule You got a poisoned brain I'll marry you to a ball and chain  You know, darlin' The kind of life that I live When your smile meets my smile Something's got to give I ain't no false prophet No, I'm nobody's bride Can't remember when I was born And I forgot when I died7EmbedShare URLCopyEmbedCopy"
Bob Dylan,Rock,"You got a lot of nerve To say you are my friend When I was down You just stood there grinning  You got a lot of nerve To say you got a helping hand to lend You just want to be on The side that’s winning  You say I let you down You know it’s not like that If you’re so hurt Why then don’t you show it?  You say you lost your faith But that’s not where it’s at You had no faith to lose And you know it  I know the reason That you talk behind my back I used to be among the crowd You’re in with Do you take me for such a fool To think I’d make contact With the one who tries to hide What he don’t know to begin with  You see me on the street You always act surprised You say “How are you? Good luck!” But you don’t mean it  When you know as well as me You’d rather see me paralyzed Why don’t you just come out once And scream it  No, I do not feel that good When I see the heartbreaks you embrace If I was a master thief Perhaps I’d rob them  And now I know you’re dissatisfied With your position and your place Don’t you understand It’s not my problem I wish that for just one time You could stand inside my shoes And just for that one moment I could be you  Yes, I wish that for just one time You could stand inside my shoes You’d know what a drag it is To see you8EmbedShare URLCopyEmbedCopy"
